gene_id	gene_name	SRR2219873	SRR2219887	SRR2219889	SRR2219891	SRR2219895	SRR2219907
ENSG00000297573.1	ENSG00000297573	0	0	0	0	0	0
ENSG00000297574.1	ENSG00000297574	0	0	0	0	0	0
ENSG00000297575.1	ENSG00000297575	1	2	2	6	2	1
ENSG00000297576.1	ENSG00000297576	0	0	0	0	0	1
ENSG00000297577.1	ENSG00000297577	0	0	0	0	0	0
ENSG00000297579.1	ENSG00000297579	1	0	0	0	0	0
ENSG00000297580.1	ENSG00000297580	0	0	0	0	0	0
ENSG00000297581.1	ENSG00000297581	0	0	0	0	0	0
ENSG00000297582.1	ENSG00000297582	0	0	0	0	0	1
ENSG00000297583.1	ENSG00000297583	0	0	0	0	0	0
ENSG00000297584.1	ENSG00000297584	0	0	0	0	0	0
ENSG00000297585.1	ENSG00000297585	0	0	2	0	1	0
ENSG00000297586.1	ENSG00000297586	0	0	0	0	1	0
ENSG00000297587.1	ENSG00000297587	0	0	0	0	0	0
ENSG00000297588.1	ENSG00000297588	0	0	0	0	1	0
ENSG00000297589.1	ENSG00000297589	0	0	0	0	0	0
ENSG00000297590.1	ENSG00000297590	0	2	0	0	0	0
ENSG00000297591.1	ENSG00000297591	0	0	0	2.546	1.77	0
ENSG00000297592.1	ENSG00000297592	0	0	0	0	0	0
ENSG00000297593.1	ENSG00000297593	0	0	0	0	0	0
ENSG00000297594.1	ENSG00000297594	0	0	0	0	0	0
ENSG00000297595.1	ENSG00000297595	0	0	0	0	0	0
ENSG00000297596.1	ENSG00000297596	0	0	0	5	0	0
ENSG00000297598.1	ENSG00000297598	0	0	0	0	0	0
ENSG00000297599.1	ENSG00000297599	0	3	0	4	3	0
ENSG00000297600.1	ENSG00000297600	0	0	0	0	0	0
ENSG00000297601.1	ENSG00000297601	0	0	0	0	0	0
ENSG00000297602.1	ENSG00000297602	0	0	0	0	0	0
ENSG00000297603.1	ENSG00000297603	0	0	0	0	0	0
ENSG00000297604.1	ENSG00000297604	0	0	0	0	0	0
ENSG00000297605.1	ENSG00000297605	0	0	0	0	0	0
ENSG00000297606.1	ENSG00000297606	0	0	0	0	0	0
ENSG00000297607.1	ENSG00000297607	0	0	0	0	0	0
ENSG00000297608.1	ENSG00000297608	0	0	0	0	0	0
ENSG00000297609.1	ENSG00000297609	0	0	0	0	0	0
ENSG00000297610.1	ENSG00000297610	0	0	0	0	0	0
ENSG00000297611.1	ENSG00000297611	0	0	0	0	0	1
ENSG00000297612.1	ENSG00000297612	0	0	0	0	0	0
ENSG00000297613.1	ENSG00000297613	0	0	0	0	0	0
ENSG00000297614.1	ENSG00000297614	0	0	0	0	0	0
ENSG00000297615.1	ENSG00000297615	0	0	0	0	0	0
ENSG00000297616.1	ENSG00000297616	0	0	0	0	0	0
ENSG00000297617.1	ENSG00000297617	2	0	1	6	2	6
ENSG00000297618.1	ENSG00000297618	0	0	0	0	0	0
ENSG00000297620.1	ENSG00000297620	0	0	0	0	0	0
ENSG00000297621.1	ENSG00000297621	0	0	0	0	0	0
ENSG00000297622.1	ENSG00000297622	0	0	0	0	0	0
ENSG00000297623.1	ENSG00000297623	0	0	0	0	0	0
ENSG00000297624.1	ENSG00000297624	0	0	0	0	0	0
ENSG00000297625.1	ENSG00000297625	0	0	0	0	0	0
ENSG00000297626.1	ENSG00000297626	0	0	0	0	0	0
ENSG00000297627.1	ENSG00000297627	0	0	0	0	0	0
ENSG00000297628.1	ENSG00000297628	0	0	0	0	0	0
ENSG00000297629.1	ENSG00000297629	0	0	0	0	0	0
ENSG00000297630.1	ENSG00000297630	0	0	0	0	0	0
ENSG00000297631.1	ENSG00000297631	0	0	0	0	0	0
ENSG00000297632.1	ENSG00000297632	1	0	0	0	0	0
ENSG00000297633.1	ENSG00000297633	0	0	0	0	0	0
ENSG00000297634.1	ENSG00000297634	0	0	0	0	0	0
ENSG00000297635.1	ENSG00000297635	0	0	0	0	0	0
ENSG00000297636.1	ENSG00000297636	0	0	1	0	0	0
ENSG00000297637.1	ENSG00000297637	0	0	0	0	0	0
ENSG00000297638.1	ENSG00000297638	0	0	1	1	0	0
ENSG00000297639.1	ENSG00000297639	0	0	0	0	0	0
ENSG00000297640.1	ENSG00000297640	0	0	3	3	1	0
ENSG00000297641.1	ENSG00000297641	0	0	0	1	0	0
ENSG00000297642.1	ENSG00000297642	0	0	0	0	0	0
ENSG00000297643.1	ENSG00000297643	0	0	0	0	0	0
ENSG00000297644.1	ENSG00000297644	0	0	0	0	0	0
ENSG00000297645.1	ENSG00000297645	0	0	0	0	0	0
ENSG00000297646.1	ENSG00000297646	0	0	0	0	0	0
ENSG00000297647.1	ENSG00000297647	0	0	0	0	0	0
ENSG00000297648.1	ENSG00000297648	0	0	0	0	0	0
ENSG00000297649.1	ENSG00000297649	2.547	9.316	0	9.36	7.304	21.45
ENSG00000297650.1	ENSG00000297650	0	0	0	0	0	0
ENSG00000297651.1	ENSG00000297651	0	1	0	0	0	0
ENSG00000297652.1	ENSG00000297652	0	1	3	2	0	0
ENSG00000297653.1	ENSG00000297653	1	0	0	0	0	0
ENSG00000297654.1	ENSG00000297654	1	0	1	0	1	0
ENSG00000297655.1	ENSG00000297655	0	0	0	0	0	0
ENSG00000297656.1	ENSG00000297656	0	0	0	0	0	0
ENSG00000297657.1	ENSG00000297657	0	0	0	0	0	0
ENSG00000297658.1	ENSG00000297658	0	0	0	0	0	0
ENSG00000297659.1	ENSG00000297659	0	0	0	0	0	0
ENSG00000297660.1	ENSG00000297660	3	2	0	4.885	2	10.3
ENSG00000297661.1	ENSG00000297661	0	0	0	0	0	0
ENSG00000297662.1	ENSG00000297662	0	0	0	0	0	0
ENSG00000297663.1	ENSG00000297663	0	0	0	0	0	0
ENSG00000297664.1	ENSG00000297664	0	0	1	0	1	0
ENSG00000297665.1	ENSG00000297665	0	0	0	0	0	0
ENSG00000297666.1	ENSG00000297666	0	0	0	0	0	0
ENSG00000297667.1	ENSG00000297667	0	0	0	0	0	0
ENSG00000297668.1	ENSG00000297668	0	0	0	0	0	0
ENSG00000297669.1	ENSG00000297669	0	0	0	0	0	0
ENSG00000297670.1	ENSG00000297670	3	1	0	5	4	5
ENSG00000297671.1	ENSG00000297671	0	0	0	0	0	0
ENSG00000297672.1	ENSG00000297672	0	1	0	0	0	0
ENSG00000297673.1	ENSG00000297673	0	0	0	0	0	0
ENSG00000297674.1	ENSG00000297674	0	0	0	0	0	0
ENSG00000297675.1	ENSG00000297675	0	0	0	0	0	0
ENSG00000297676.1	ENSG00000297676	0	3	3	6	2	4
ENSG00000297677.1	ENSG00000297677	0	0	0	0	0	0
ENSG00000297678.1	ENSG00000297678	0	1	0	1	0	0
ENSG00000297679.1	ENSG00000297679	0	0	0	0	0	0
ENSG00000297680.1	ENSG00000297680	0	1	1.001	1	2.001	4.085
ENSG00000297681.1	ENSG00000297681	1	0	0	0	0	0
ENSG00000297682.1	ENSG00000297682	0	0	0	0	0	0
ENSG00000297683.1	ENSG00000297683	0	0	0	0	0	0
ENSG00000297684.1	ENSG00000297684	1	0	0	0	1	0
ENSG00000297685.1	ENSG00000297685	1	0	0	3	9.484	2
ENSG00000297686.1	ENSG00000297686	0	3	1	4	0	1
ENSG00000297687.1	ENSG00000297687	0	0	0	0	0	0
ENSG00000297688.1	ENSG00000297688	0	0	0	0	1	0
ENSG00000297689.1	ENSG00000297689	28.853	0	1.18	65.308	44.983	18
ENSG00000297690.1	ENSG00000297690	0	0	0	0	0	0
ENSG00000297691.1	ENSG00000297691	0	0	0	0	0	0
ENSG00000297692.1	ENSG00000297692	0	0	0	0	0	0
ENSG00000297693.1	ENSG00000297693	0	0	0	0	0	0
ENSG00000297694.1	ENSG00000297694	0	0	0	0	0	0
ENSG00000297695.1	ENSG00000297695	1	0	2	0	0	0
ENSG00000297696.1	ENSG00000297696	0	0	0	0	0	0
ENSG00000297697.1	ENSG00000297697	0	0	0	0	0	0
ENSG00000297698.1	ENSG00000297698	0	0	0	0	0	0
ENSG00000297699.1	ENSG00000297699	0	0	0	0	0	0
ENSG00000297700.1	ENSG00000297700	0	0	0	0	0	0
ENSG00000297701.1	ENSG00000297701	0	0	0	0	0	0
ENSG00000297702.1	ENSG00000297702	0	0	0	0	0	0
ENSG00000297703.1	ENSG00000297703	0	0	0	0	0	0
ENSG00000297704.1	ENSG00000297704	0	0	0	1	0	0
ENSG00000297705.1	ENSG00000297705	0	0	0	0	0	0
ENSG00000297706.1	ENSG00000297706	0	0	0	0	0	0
ENSG00000297707.1	ENSG00000297707	0	0	0	1	0	0
ENSG00000297708.1	ENSG00000297708	2	0	0	1	5	0
ENSG00000297709.1	ENSG00000297709	0	0	0	0	0	0
ENSG00000297710.1	ENSG00000297710	0	0	0	0	0	0
ENSG00000297711.1	ENSG00000297711	0	0	0	0	0	0
ENSG00000297712.1	ENSG00000297712	0	0	0	0	0	0
ENSG00000297713.1	ENSG00000297713	4	0	1	0	2	0
ENSG00000297714.1	ENSG00000297714	0	0	0	0	0	0
ENSG00000297715.1	ENSG00000297715	0	0	0	0	0	0
ENSG00000297716.1	ENSG00000297716	0	0	0	0	0	0
ENSG00000297717.1	ENSG00000297717	0	0	0	0	0	0
ENSG00000297718.1	ENSG00000297718	0	0	0	0	0	0
ENSG00000297719.1	ENSG00000297719	0	0	1	0	0	1
ENSG00000297720.1	ENSG00000297720	0	0	0	0	0	0
ENSG00000297721.1	ENSG00000297721	0	0	0	0	0	0
ENSG00000297722.1	ENSG00000297722	0	0	0	0	0	0
ENSG00000297723.1	ENSG00000297723	0	0	0	0	0	0
ENSG00000297724.1	ENSG00000297724	0	0	1	1	2	0
ENSG00000297725.1	ENSG00000297725	0	0	0	0	0	0
ENSG00000297726.1	ENSG00000297726	0	3	0	1	2	10
ENSG00000297727.1	ENSG00000297727	0	0	0	0	0	0
ENSG00000297728.1	ENSG00000297728	0	0	0	0	0	0
ENSG00000297729.1	ENSG00000297729	0	0	0	0	0	0
ENSG00000297730.1	ENSG00000297730	0	1	0	0	0	0
ENSG00000297731.1	ENSG00000297731	0	0	0	0	0	0
ENSG00000297732.1	ENSG00000297732	0	2	0	1.76	0	2
ENSG00000297733.1	ENSG00000297733	0	3	0	12	0	1
ENSG00000297734.1	ENSG00000297734	0	0	0	0	0	0
ENSG00000297735.1	ENSG00000297735	0	0	0	0	0	0
ENSG00000297736.1	ENSG00000297736	0	0	0	2	0	0
ENSG00000297737.1	ENSG00000297737	0	0	0	0	0	0
ENSG00000297738.1	ENSG00000297738	0	0	0	0	0	0
ENSG00000297739.1	ENSG00000297739	0	1	0	0	1	0
ENSG00000297740.1	ENSG00000297740	0	0	0	0	0	0
ENSG00000297741.1	ENSG00000297741	0	0	0	0	0	0
ENSG00000297742.1	ENSG00000297742	0	0	0	0	0	0
ENSG00000297743.1	ENSG00000297743	49	0	0	0	2	0
ENSG00000297744.1	ENSG00000297744	0	0	1	0	0	0
ENSG00000297745.1	ENSG00000297745	0	0	0	0	2	0
ENSG00000297746.1	ENSG00000297746	0	0	0	1	0	0
ENSG00000297747.1	ENSG00000297747	0	0	0	0	0	0
ENSG00000297748.1	ENSG00000297748	0	0	1	0	0	0
ENSG00000297749.1	ENSG00000297749	0	0	0	0	0	0
ENSG00000297750.1	ENSG00000297750	1	0	0	0	2	0
ENSG00000297751.1	ENSG00000297751	0	0	0	0	0	0
ENSG00000297752.1	ENSG00000297752	0	0	0	0	0	0
ENSG00000297753.1	ENSG00000297753	12	0	0	0	1	0
ENSG00000297754.1	ENSG00000297754	0	0	0	0	0	0
ENSG00000297755.1	ENSG00000297755	0	0	0	0	0	0
ENSG00000297756.1	ENSG00000297756	0	0	0	0	0	0
ENSG00000297757.1	ENSG00000297757	0	0	0	0	0	0
ENSG00000297758.1	ENSG00000297758	0	0	0	0	0	0
ENSG00000297759.1	ENSG00000297759	0	0	0	0	0	0
ENSG00000297760.1	ENSG00000297760	0	0	0	0	0	0
ENSG00000297761.1	ENSG00000297761	0	0	0	0	0	0
ENSG00000297762.1	ENSG00000297762	0	0	0	0	0	0
ENSG00000297763.1	ENSG00000297763	0	0	0	0	1	0
ENSG00000297764.1	ENSG00000297764	0	0	0	0	0	0
ENSG00000297765.1	ENSG00000297765	0	0	0	0	0	0
ENSG00000297766.1	ENSG00000297766	0	0	0	0	0	0
ENSG00000297767.1	ENSG00000297767	0	0	0	0	0	0
ENSG00000297768.1	ENSG00000297768	0	0	0	1	0	0
ENSG00000297769.1	ENSG00000297769	0	0	0	2	0	0
ENSG00000297770.1	ENSG00000297770	0	0	0	0	0	0
ENSG00000297771.1	ENSG00000297771	0	3.516	0	0	0	0
ENSG00000297772.1	ENSG00000297772	0	0	0	0	0	0
ENSG00000297773.1	ENSG00000297773	0	0	0	0	0	0
ENSG00000297774.1	ENSG00000297774	0	0	0	0	0	0
ENSG00000297775.1	ENSG00000297775	0	1	1	0	0	0
ENSG00000297776.1	ENSG00000297776	0	0	0	0	0	0
ENSG00000297777.1	ENSG00000297777	0	0	0	0	0	0
ENSG00000297778.1	ENSG00000297778	0	10	4	1	1	5
ENSG00000297779.1	ENSG00000297779	0	0	0	0	0	0
ENSG00000297780.1	ENSG00000297780	0	0	0	0	0	0
ENSG00000297781.1	ENSG00000297781	0	0	0	0	0	0
ENSG00000297782.1	ENSG00000297782	0	0	0	0	0	0
ENSG00000297783.1	ENSG00000297783	0	0	0	0	0	0
ENSG00000297784.1	ENSG00000297784	0	2	0	0	1	0
ENSG00000297785.1	ENSG00000297785	0	0	0	0	0	0
ENSG00000297786.1	ENSG00000297786	0	0	0	0	0	0
ENSG00000297787.1	ENSG00000297787	0	0	0	0	0	0
ENSG00000297788.1	ENSG00000297788	0	0	0	0	0	0
ENSG00000297789.1	ENSG00000297789	0	0	0	0	0	0
ENSG00000297790.1	ENSG00000297790	0	0	0	0	0	0
ENSG00000297791.1	ENSG00000297791	3	0	0	0	0	0
ENSG00000297792.1	ENSG00000297792	0	0	0	0	0	0
ENSG00000297793.1	ENSG00000297793	0	0	0	0	0	0
ENSG00000297794.1	ENSG00000297794	0	0	0	0	0	0
ENSG00000297795.1	ENSG00000297795	0	0	0	0	0	0
ENSG00000297796.1	ENSG00000297796	0	0	0	0	0	0
ENSG00000297797.1	ENSG00000297797	0	0	0	0	0	0
ENSG00000297798.1	ENSG00000297798	0	0	0	0	0	0
ENSG00000297799.1	ENSG00000297799	0	0	0	0	0	0
ENSG00000297800.1	ENSG00000297800	0	0	0	0	0	0
ENSG00000297801.1	ENSG00000297801	0	0	0	0	0	0
ENSG00000297802.1	ENSG00000297802	0	0	0	0	0	0
ENSG00000297803.1	ENSG00000297803	0	0	0	0	0	0
ENSG00000297804.1	ENSG00000297804	0	0	0	0	1	0
ENSG00000297805.1	ENSG00000297805	11.956	55.062	53.067	60.623	46.342	41.297
ENSG00000297806.1	ENSG00000297806	0	0	0	1	0	0
ENSG00000297807.1	ENSG00000297807	0	0	0	0	0	0
ENSG00000297808.1	ENSG00000297808	2	0	0	1	0	0
ENSG00000297809.1	ENSG00000297809	0	0	0	0	0	0
ENSG00000297810.1	ENSG00000297810	0	0	0	0	0	0
ENSG00000297811.1	ENSG00000297811	0	0	0	0	0	0
ENSG00000297812.1	ENSG00000297812	0	0	0	0	0	0
ENSG00000297813.1	ENSG00000297813	0	0	0	0	0	0
ENSG00000297814.1	ENSG00000297814	3	4	4	2	5	0
ENSG00000297815.1	ENSG00000297815	0	0	0	0	0	0
ENSG00000297816.1	ENSG00000297816	0	0	0	0	0	0
ENSG00000297817.1	ENSG00000297817	0	0	0	0	0	0
ENSG00000297818.1	ENSG00000297818	0	0	0	0	0	0
ENSG00000297819.1	ENSG00000297819	0	1	0	0	0	0
ENSG00000297820.1	ENSG00000297820	0	0	0	0	0	0
ENSG00000297821.1	ENSG00000297821	0	0	0	0	0	0
ENSG00000297822.1	ENSG00000297822	0	0	0	0	0	0
ENSG00000297823.1	ENSG00000297823	0	0	0	0	0	0
ENSG00000297824.1	ENSG00000297824	0	0	0	0	0	0
ENSG00000297825.1	ENSG00000297825	0	0	0	0	0	0
ENSG00000297826.1	ENSG00000297826	0	0	0	0	0	0
ENSG00000297827.1	ENSG00000297827	0	0	0	0	0	0
ENSG00000297828.1	ENSG00000297828	0	0	0	0	0	0
ENSG00000297829.1	ENSG00000297829	0	0	0	0	0	0
ENSG00000297830.1	ENSG00000297830	0	0	0	0	0	0
ENSG00000297831.1	ENSG00000297831	1.535	0	2.709	1.598	6.2	0
ENSG00000297832.1	ENSG00000297832	0	0	0	1	0	0
ENSG00000297833.1	ENSG00000297833	0	0	0	0	0	0
ENSG00000297834.1	ENSG00000297834	0	0	0	0	0	0
ENSG00000297835.1	ENSG00000297835	0	0	0	0	0	0
ENSG00000297836.1	ENSG00000297836	0	0	0	0	2.511	0
ENSG00000297837.1	ENSG00000297837	0	0	0	0	0	0
ENSG00000297838.1	ENSG00000297838	0	0	0	0	0	0
ENSG00000297839.1	ENSG00000297839	0	0	0	0	0	0
ENSG00000297840.1	ENSG00000297840	0	0	0	0	0	0
ENSG00000297841.1	ENSG00000297841	0	0	0	0	0	0
ENSG00000297842.1	ENSG00000297842	0	0	0	0	0	0
ENSG00000297843.1	ENSG00000297843	0	0	0	0	0	0
ENSG00000297845.1	ENSG00000297845	0	0	0	0	0	0
ENSG00000297846.1	ENSG00000297846	0	0	0	0	0	0
ENSG00000297847.1	ENSG00000297847	2	2	0	0	0	0
ENSG00000297848.1	ENSG00000297848	0	0	0	0	0	1.042
ENSG00000297849.1	ENSG00000297849	0	0	0	0	0	0
ENSG00000297850.1	ENSG00000297850	0	0	0	0	0	0
ENSG00000297851.1	ENSG00000297851	0	0	0	0	0	0
ENSG00000297852.1	ENSG00000297852	6	2	6	0	4	7
ENSG00000297853.1	ENSG00000297853	0	0	0	0	0	0
ENSG00000297854.1	ENSG00000297854	0	0	0	0	0	0
ENSG00000297855.1	ENSG00000297855	0	0	0	0	0	0
ENSG00000297856.1	ENSG00000297856	0	0	0	0	0	0
ENSG00000297857.1	ENSG00000297857	0	0	1	0	2	0
ENSG00000297858.1	ENSG00000297858	0	0	0	0	0	0
ENSG00000297859.1	ENSG00000297859	0	0	0	0	0	0
ENSG00000297860.1	ENSG00000297860	0	0	0	0	0	0
ENSG00000297861.1	ENSG00000297861	0	0	0	0	0	0
ENSG00000297862.1	ENSG00000297862	0	0	0	1	0	0
ENSG00000297863.1	ENSG00000297863	0	0	0	0	0	0
ENSG00000297865.1	ENSG00000297865	0	0	0	0	0	0
ENSG00000297866.1	ENSG00000297866	0	0	0	0	0	0
ENSG00000297867.1	ENSG00000297867	0	0	0	0	0	0
ENSG00000297868.1	ENSG00000297868	0	0	0	0	0	1
ENSG00000297869.1	ENSG00000297869	1	0	0	0	0	0
ENSG00000297870.1	ENSG00000297870	0	0	0	0	1	0
ENSG00000297871.1	ENSG00000297871	0	0	0	0	0	0
ENSG00000297872.1	ENSG00000297872	0	0	0	0	0	0
ENSG00000297873.1	ENSG00000297873	0	0	0	0	0	0
ENSG00000297874.1	ENSG00000297874	0	0	0	0	0	0
ENSG00000297875.1	ENSG00000297875	0	0	0	0	0	1
ENSG00000297876.1	ENSG00000297876	0	0	0	0	0	0
ENSG00000297877.1	ENSG00000297877	0	0	0	0	0	0
ENSG00000297878.1	ENSG00000297878	0	0	0	0	2	0
ENSG00000297879.1	ENSG00000297879	0	0	0	0	0	0
ENSG00000297880.1	ENSG00000297880	0	0	0	0	0	0
ENSG00000297881.1	ENSG00000297881	0	0	0	0	0	0
ENSG00000297882.1	ENSG00000297882	0	0	0	0	0	0
ENSG00000297883.1	ENSG00000297883	0	0	0	0	0	0
ENSG00000297884.1	ENSG00000297884	0	0	0	0	0	0
ENSG00000297885.1	ENSG00000297885	4	6	6	16	0	18
ENSG00000297886.1	ENSG00000297886	0	1	1	0	1	0
ENSG00000297887.1	ENSG00000297887	0	1	0	0	0	0
ENSG00000297888.1	ENSG00000297888	0	0	0	0	0	0
ENSG00000297889.1	ENSG00000297889	0	0	0	0	0	0
ENSG00000297890.1	ENSG00000297890	0	0	0	0	0	1
ENSG00000297891.1	ENSG00000297891	0	0	0	0	0	0
ENSG00000297892.1	ENSG00000297892	0	0	0	0	0	0
ENSG00000297893.1	ENSG00000297893	0	0	0	0	0	0
ENSG00000297894.1	ENSG00000297894	0	0	0	0	0	0
ENSG00000297895.1	ENSG00000297895	0	0	0	0	0	0
ENSG00000297896.1	ENSG00000297896	0	0	0	0	0	0
ENSG00000297897.1	ENSG00000297897	0	0	0	0	0	0
ENSG00000297898.1	ENSG00000297898	0	0	0	1	0	0
ENSG00000297899.1	ENSG00000297899	0	0	0	0	0	0
ENSG00000297900.1	ENSG00000297900	0	0	0	0	0	0
ENSG00000297901.1	ENSG00000297901	0	0	0	0	0	0
ENSG00000297902.1	ENSG00000297902	0	0	0	0	0	0
ENSG00000297903.1	ENSG00000297903	0	0	0	0	0	0
ENSG00000297904.1	ENSG00000297904	0	0	0	0	0	0
ENSG00000297905.1	ENSG00000297905	0	0	0	0	0	0
ENSG00000297906.1	ENSG00000297906	0	0	0	0	0	0
ENSG00000297907.1	ENSG00000297907	0	0	0	0	0	0
ENSG00000297908.1	ENSG00000297908	0	0	0	0	0	0
ENSG00000297909.1	ENSG00000297909	0	0	0	0	0	0
ENSG00000297910.1	ENSG00000297910	0	0	0	0	0	0
ENSG00000297911.1	ENSG00000297911	0	0	0	0	0	0
ENSG00000297912.1	ENSG00000297912	0	0	0	0	0	0
ENSG00000297913.1	ENSG00000297913	0	0	0	0	0	0
ENSG00000297914.1	ENSG00000297914	0	0	0	0	0	0
ENSG00000297915.1	ENSG00000297915	0	1	0	0	0	0
ENSG00000297916.1	ENSG00000297916	5	3	2	0	8	0
ENSG00000297917.1	ENSG00000297917	0	0	0	0	0	0
ENSG00000297918.1	ENSG00000297918	0	0	0	0	0	0
ENSG00000297919.1	ENSG00000297919	0	0	0	0	0	0
ENSG00000297920.1	ENSG00000297920	0	0	0	0	0	1
ENSG00000297921.1	ENSG00000297921	0	0	0	0	0	0
ENSG00000297922.1	ENSG00000297922	1	0	2.006	0	0	0
ENSG00000297923.1	ENSG00000297923	0	0	0	0	0	0
ENSG00000297924.1	ENSG00000297924	0	0	0	0	0	0
ENSG00000297925.1	ENSG00000297925	0	0	0	0	0	0
ENSG00000297926.1	ENSG00000297926	0	0	0	0	0	0
ENSG00000297927.1	ENSG00000297927	0	0	0	0	0	0
ENSG00000297928.1	ENSG00000297928	0	0	0	0	0	0
ENSG00000297929.1	ENSG00000297929	0	0	0	0	0	0
ENSG00000297930.1	ENSG00000297930	0	0	0	3.271	2	0
ENSG00000297931.1	ENSG00000297931	0	0	0	0	0	0
ENSG00000297932.1	ENSG00000297932	0	0	1	0	1	1
ENSG00000297933.1	ENSG00000297933	0	0	0	0	0	0
ENSG00000297934.1	ENSG00000297934	0	0	0	0	0	0
ENSG00000297935.1	ENSG00000297935	0	2	0	1	0	1
ENSG00000297937.1	ENSG00000297937	0	0	0	1.583	0	0
ENSG00000297938.1	ENSG00000297938	0	0	0	0	0	0
ENSG00000297939.1	ENSG00000297939	0	0	0	0	0	0
ENSG00000297940.1	ENSG00000297940	3	0	0	0	1	0
ENSG00000297941.1	ENSG00000297941	0	0	0	0	0	0
ENSG00000297942.1	ENSG00000297942	0	0	0	0	0	0
ENSG00000297943.1	ENSG00000297943	0	0	0	0	0	0
ENSG00000297944.1	ENSG00000297944	0	1	0	3	0	0
ENSG00000297945.1	ENSG00000297945	0	0	0	0	0	0
ENSG00000297946.1	ENSG00000297946	0	0	0	0	0	0
ENSG00000297947.1	ENSG00000297947	0	0	0	0	0	0
ENSG00000297948.1	ENSG00000297948	0	0	0	0	0	0
ENSG00000297950.1	ENSG00000297950	0	0	0	1	0	2
ENSG00000297951.1	ENSG00000297951	0	0	0	0	0	0
ENSG00000297952.1	ENSG00000297952	0	0	0	0	0	0
ENSG00000297953.1	ENSG00000297953	0	0	0	0	0	0
ENSG00000297954.1	ENSG00000297954	2	0	0	0	0	1
ENSG00000297955.1	ENSG00000297955	0	0	0	0	0	0
ENSG00000297956.1	ENSG00000297956	0	0	0	0	0	0
ENSG00000297957.1	ENSG00000297957	0	0	0	0	0	0
ENSG00000297958.1	ENSG00000297958	0	0	0	0	0	0
ENSG00000297959.1	ENSG00000297959	0	0	0	0	0	0
ENSG00000297960.1	ENSG00000297960	0	0	0	0	0	0
ENSG00000297962.1	ENSG00000297962	0	0	0	0	0	0
ENSG00000297963.1	ENSG00000297963	0	0	0	0	0	0
ENSG00000297964.1	ENSG00000297964	0	0	0	0	0	0
ENSG00000297965.1	ENSG00000297965	0	0	0	0	0	0
ENSG00000297966.1	ENSG00000297966	0	0	0	0	0	0
ENSG00000297967.1	ENSG00000297967	0	0	0	0	0	0
ENSG00000297968.1	ENSG00000297968	0	0	0	0	0	0
ENSG00000297969.1	ENSG00000297969	0	0	0	0	0	0
ENSG00000297970.1	ENSG00000297970	0	0	0	0	0	0
ENSG00000297971.1	ENSG00000297971	0	0	0	0	0	0
ENSG00000297973.1	ENSG00000297973	0	0	0	0	0	0
ENSG00000297974.1	ENSG00000297974	0	0	0	0	0	0
ENSG00000297975.1	ENSG00000297975	0	0	0	0	0	0
ENSG00000297976.1	ENSG00000297976	0	1	0	2	0	2
ENSG00000297977.1	ENSG00000297977	0	1	2	0	2	2
ENSG00000297978.1	ENSG00000297978	0	0	0	0	0	0
ENSG00000297979.1	ENSG00000297979	0	0	0	0	0	0
ENSG00000297980.1	ENSG00000297980	0	0	0	0	0	0
ENSG00000297981.1	ENSG00000297981	0	0	0	0	0	0
ENSG00000297982.1	ENSG00000297982	0	0	0	0	0	0
ENSG00000297983.1	ENSG00000297983	0	0	0	0	0	0
ENSG00000297984.1	ENSG00000297984	0	0	0	0	0	0
ENSG00000297985.1	ENSG00000297985	0	0	0	0	0	0
ENSG00000297986.1	ENSG00000297986	0	0	0	0	0	0
ENSG00000297987.1	ENSG00000297987	0	0	0	0	0	0
ENSG00000297988.1	ENSG00000297988	0	0	0	0	0	0
ENSG00000297989.1	ENSG00000297989	0	0	0	0	0	0
ENSG00000297990.1	ENSG00000297990	0	0	0	0	0	0
ENSG00000297991.1	ENSG00000297991	0	0	0	0	0	0
ENSG00000297992.1	ENSG00000297992	0	0	0	0	0	0
ENSG00000297993.1	ENSG00000297993	0	0	0	0	0	0
ENSG00000297994.1	ENSG00000297994	0	0	0	4	0	0
ENSG00000297995.1	ENSG00000297995	1	1	0	4	0	0
ENSG00000297996.1	ENSG00000297996	0	0	0	0	0	0
ENSG00000297997.1	ENSG00000297997	0	0	0	0	0	0
ENSG00000297998.1	ENSG00000297998	0	0	0	0	0	0
ENSG00000297999.1	ENSG00000297999	0	0	0	0	0	0
ENSG00000298000.1	ENSG00000298000	6	1	0	13	8	5
ENSG00000298001.1	ENSG00000298001	0	0	0	0	0	0
ENSG00000298002.1	ENSG00000298002	0	0	0	0	0	0
ENSG00000298003.1	ENSG00000298003	0	0	0	0	0	0
ENSG00000298004.1	ENSG00000298004	0	0	0	0	0	0
ENSG00000298005.1	ENSG00000298005	0	0	0	0	0	0
ENSG00000298006.1	ENSG00000298006	0	0	0	1	0	0
ENSG00000298007.1	ENSG00000298007	0	0	0	0	0	1
ENSG00000298008.1	ENSG00000298008	0	0	0	0	0	0
ENSG00000298009.1	ENSG00000298009	0	0	0	0	0	0
ENSG00000298010.1	ENSG00000298010	0	0	0	0	0	0
ENSG00000298011.1	ENSG00000298011	0	0	0	0	0	0
ENSG00000298012.1	ENSG00000298012	1	0	0	0	0	0
ENSG00000298013.1	ENSG00000298013	0	0	0	0	0	0
ENSG00000298014.1	ENSG00000298014	0	0	0	0	0	0
